"deviceId","date","time","level","health","connectionStatus","chargingStatus","temperature","current","voltage","power","capacity","presence"
"70ca26565b6202ab","08/02/2023","12:20:08","96","2","2","2","32.0","-0.229495","4.341","-0.996237795","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:09","96","2","2","2","32.0","-0.200198","4.341","-0.869059518","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:10","96","2","2","2","32.0","-0.377507","4.341","-1.638757887","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:11","96","2","2","2","32.0","-0.318607","4.341","-1.383072987","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:12","96","2","2","2","32.0","-0.12848","4.341","-0.55773168","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:13","96","2","2","2","32.0","-0.163881","4.341","-0.711407421","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:14","96","2","2","2","32.0","-0.150453","4.341","-0.653116473","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:15","96","2","2","2","32.0","-0.162966","4.341","-0.707435406","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:16","96","2","2","2","32.0","-0.320439","4.341","-1.391025699","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:17","96","2","2","2","32.0","-0.290226","4.341","-1.259871066","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:18","96","2","2","2","32.0","-0.148317","4.341","-0.643844097","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:19","96","2","2","2","32.0","-0.227969","4.341","-0.989613429","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:20","96","2","2","2","32.0","-0.0177","4.341","-0.0768357","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:21","96","2","2","2","32.0","-0.117494","4.341","-0.510041454","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:22","96","2","2","2","32.0","-0.06836","4.341","-0.29675076","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:23","96","2","2","2","32.0","-0.004272","4.341","-0.018544752","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:24","96","2","2","2","32.0","-0.008545","4.341","-0.037093845","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:25","96","2","2","2","32.0","-0.336003","4.341","-1.458589023","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:26","96","2","2","2","32.0","-0.726023","4.341","-3.151665843","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:27","96","2","2","2","32.0","-0.651254","4.341","-2.827093614","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:28","96","2","2","2","32.0","-0.176088","4.341","-0.764398008","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:29","96","2","2","2","32.0","-0.764781","4.341","-3.319914321","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:30","96","2","2","2","32.0","-0.363774","4.341","-1.579142934","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:31","96","2","2","2","32.0","-0.11078","4.341","-0.48089598","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:32","96","2","2","2","32.0","-0.374761","4.341","-1.626837501","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:33","96","2","2","2","32.0","-0.334477","4.341","-1.451964657","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:34","96","2","2","2","32.0","-0.404058","4.341","-1.754015778","5138.0","present"
